work_location,company,job_title,skills,id
Tunisia,Iliade Consulting · Full-time,fullstack java developer,".net, c#, agile methodology, software design patterns, apis",2056
Tunisia,FIS · Full-time,fullstack software engineer,"java, python, c++, agile methodology, software design patterns",2057
Tunisia,INOV · Full-time,pfe blockchain developer trainee,"blockchain architecture, smart contracts, solidity, web3.js, ethereum",2058
"Cite El Khadra, Tunisia",SunGard Global Trading,quality engineer,"test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design",2059
"Cite El Khadra, Tunisia",SunGard - now part of FIS,technical leader,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2060
"Paris, Île-de-France, France",Syslearn France · Permanent,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2061
"Paris, Île-de-France, France",Quod Financial · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2062
"Paris, Île-de-France, France",QuantHouse · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2063
"Paris, Île-de-France, France",FIS,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2064
"Paris, Île-de-France, France",Innotec · Internship,computer science engineering intern,"deep learning, neural networks, natural language processing, computer vision, python",2065
Tunisia,Advyteam · Full-time,android developer,"java, python, c++, agile methodology, software design patterns",2066
Tunisia,Advyteam · Internship,android developer,"java, python, c++, agile methodology, software design patterns",2067
Tunisia,3S Standard Sharing Software · Full-time,technicien support it,"help desk, troubleshooting, remote desktop, active directory, hardware maintenance",2068
"Nanterre, Île-de-France, France",NOVENCIA Group,technical lead,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2070
"Nanterre, Île-de-France, France",Societe Generale Corporate and Investment Banking - SGCIB,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2071
"Nanterre, Île-de-France, France",FIS · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2072
"Brno, South Moravia, Czechia",IBM,senior it service delivery manager,"it service management, itil information technology infrastructure library, budget management, vendor management, business continuity planning",2075
"Brno, South Moravia, Czechia",SunGard,technical support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2076
Greater Paris Metropolitan Region,Crédit Mutuel Arkéa,delivery manager,"product development, product strategy, market analysis, user research, roadmapping",2077
Greater Paris Metropolitan Region,Groupe AGRICA,responsible for environments and automation site,"java, swift, react native, ios development, android development",2078
Greater Paris Metropolitan Region,BYRON GROUP,functional technico consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2079
Greater Paris Metropolitan Region,Groupe Galeries Lafayette,test automation consultant,"java, python, c++, agile methodology, software design patterns	",2080
Greater Paris Metropolitan Region,ISTQB - International Software Testing Qualifications Board,test manager test manager,"product development, product strategy, market analysis, user research, roadmapping",2081
Tunisia,DTT | apps - web - games · Internship,android developer,"java, python, c++, agile methodology, software design patterns",2082
Tunisia,FIS · Internship,software developer,"java, python, c++, agile methodology, software design patterns",2083
Tunisia,MonResto.tn · Internship,android developer,"java, python, c++, agile methodology, software design patterns",2084
"Delegación Susa Medina, Sousse, Tunisia",Safran · Full-time,mechanical design engineer,"java, python, c++, agile methodology, software design patterns	",2085
"Delegación Susa Medina, Sousse, Tunisia",SPACETRAINONE · Contract,research and development engineer,"java, python, c++, agile methodology, software design patterns	",2086
"Delegación Susa Medina, Sousse, Tunisia",Bluemind Tech · Contract,mechanical design engineer,"java, python, c++, agile methodology, software design patterns	",2087
"Delegación Susa Medina, Sousse, Tunisia",MECAPROTEC AERO · Contract,production engineer,"java, python, c++, agile methodology, software design patterns	",2088
"Delegación Susa Medina, Sousse, Tunisia",STEG Tunisie · Internship,project graduation,"java, python, c++, agile methodology, software design patterns	",2089
"Ben Arous, Tunisia",Safran · Full-time,projector,"angular, agile methodology, software design patterns, apis",2090
"Ben Arous, Tunisia",SOMEF TUNISIE · Full-time,development research engineer,"java, python, c++, agile methodology, software design patterns	",2091
"Ben Arous, Tunisia",SOMEF TUNISIE,intern engineer,"tcp/ip, cisco, firewalls, routing, switching",2092
"Ben Arous, Tunisia",AMTT : Atelier mécanique Tunisie-Turque,intern engineer,"tcp/ip, cisco, firewalls, routing, switching",2093
"Ben Arous, Tunisia",Poulina Group Holding,intern engineer,"tcp/ip, cisco, firewalls, routing, switching",2094
Tunisia,Safran · Full-time,industrialization engineer,"java, python, c++, agile methodology, software design patterns	",2095
Tunisia,LEONI WIRING SYSTEMS,study internship 5th best pfe project,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",2096
Tunisia,Issued Nov 2017,cswp full exam,"javascript, python, java, mysql, restful apis",2097
Tunisia,Issued Apr 2017,professional drawing tools,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",2098
Tunisia,Issued Jan 2017,solidworks mechanical design associate level,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2099
"Nabeul, Tunisia",SOTIPAPIER · Internship,technician internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2100
